"","Tm","Year","Date","Time","LTime","at","Opp","Week","G.","Day","Result","OT","Location","Surface","Roof","Temperature","turf_spec","Stadium","Surface_detailed","Surface_3cat","Surface_2cat","n_injs","Surface_all","TeamYear"
"753","ARI",2021,"10/24/2021","","","","HOU",7,7,"Sun","W 31-5","","ARI","grass","","","Bermuda Grass","ARI","Natural Grass","Natural Grass","Natural Grass",2,"Bermuda","ARI 2021"
"754","ARI",2021,"10/28/2021","","","","GB",8,8,"Thu","L 21-24","","ARI","grass","","","Bermuda Grass","ARI","Natural Grass","Natural Grass","Natural Grass",3,"Bermuda","ARI 2021"
"755","ARI",2021,"11/14/2021","","","","CAR",10,10,"Sun","L 10-34","","ARI","grass","","","Bermuda Grass","ARI","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","ARI 2021"
"756","ARI",2021,"12/13/2021","","","","LAR",14,13,"Mon","L 23-30","","ARI","grass","","","Bermuda Grass","ARI","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","ARI 2021"
"757","ARI",2021,"12/25/2021","","","","IND",16,15,"Sat","L 16-22","","ARI","grass","","","Bermuda Grass","ARI","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","ARI 2021"
"758","ARI",2021,"1/9/2022","","","","SEA",18,17,"Sun","L 30-38","","ARI","grass","","","Bermuda Grass","ARI","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","ARI 2021"
"759","CAR",2021,"11/14/2021","","","@","ARI",10,10,"Sun","W 34-10","","ARI","grass","","","Bermuda Grass","ARI","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","CAR 2021"
"760","GB",2021,"10/28/2021","","","@","ARI",8,8,"Thu","W 24-21","","ARI","grass","","","Bermuda Grass","ARI","Natural Grass","Natural Grass","Natural Grass",2,"Bermuda","GB 2021"
"761","HOU",2021,"10/24/2021","","","@","ARI",7,7,"Sun","L 5-31","","ARI","grass","","","Bermuda Grass","ARI","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","HOU 2021"
"762","IND",2021,"12/25/2021","","","@","ARI",16,15,"Sat","W 22-16","","ARI","grass","","","Bermuda Grass","ARI","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","IND 2021"
"763","LAR",2021,"12/13/2021","","","@","ARI",14,13,"Mon","W 30-23","","ARI","grass","","","Bermuda Grass","ARI","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","LAR 2021"
"764","MIN",2021,"9/19/2021","","","@","ARI",2,2,"Sun","L 33-34","","ARI","grass","","","Bermuda Grass","ARI","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","MIN 2021"
"765","SEA",2021,"1/9/2022","","","@","ARI",18,17,"Sun","W 38-30","","ARI","grass","","","Bermuda Grass","ARI","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","SEA 2021"
"766","SF",2021,"10/10/2021","","","@","ARI",5,5,"Sun","L 10-17","","ARI","grass","","","Bermuda Grass","ARI","Natural Grass","Natural Grass","Natural Grass",3,"Bermuda","SF 2021"
"767","HOU",2022,"10/23/2022","","","@","LV",7,6,"Sun","L 20-38","","OAK","grass","","","Bermuda Grass","OAK","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","HOU 2022"
"768","IND",2022,"11/13/2022","","","@","LV",10,10,"Sun","W 25-20","","OAK","grass","","","Bermuda Grass","OAK","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","IND 2022"
"769","KC",2022,"1/7/2023","","","@","LV",18,17,"Sat","W 31-13","","OAK","grass","","","Bermuda Grass","OAK","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","KC 2022"
"770","LAC",2022,"12/4/2022","","","@","LV",13,12,"Sun","L 20-27","","OAK","grass","","","Bermuda Grass","OAK","Natural Grass","Natural Grass","Natural Grass",3,"Bermuda","LAC 2022"
"771","LV",2022,"1/7/2023","","","","KC",18,17,"Sat","L 13-31","","OAK","grass","","","Bermuda Grass","OAK","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","LV 2022"
"772","LV",2022,"1/1/2023","","","","SF",17,16,"Sun","L 34-37 (OT)","OT","OAK","grass","","","Bermuda Grass","OAK","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","LV 2022"
"773","LV",2022,"12/18/2022","","","","NE",15,14,"Sun","W 30-24","","OAK","grass","","","Bermuda Grass","OAK","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","LV 2022"
"774","LV",2022,"12/4/2022","","","","LAC",13,12,"Sun","W 27-20","","OAK","grass","","","Bermuda Grass","OAK","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","LV 2022"
"775","LV",2022,"11/13/2022","","","","IND",10,9,"Sun","L 20-25","","OAK","grass","","","Bermuda Grass","OAK","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","LV 2022"
"776","LV",2022,"10/23/2022","","","","HOU",7,6,"Sun","W 38-20","","OAK","grass","","","Bermuda Grass","OAK","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","LV 2022"
"777","LV",2022,"10/2/2022","","","","DEN",4,4,"Sun","W 32-23","","OAK","grass","","","Bermuda Grass","OAK","Natural Grass","Natural Grass","Natural Grass",2,"Bermuda","LV 2022"
"778","LV",2022,"9/18/2022","","","","ARI",2,2,"Sun","L 23-29 (OT)","OT","OAK","grass","","","Bermuda Grass","OAK","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","LV 2022"
"779","NE",2022,"12/18/2022","","","@","LV",15,14,"Sun","L 24-30","","OAK","grass","","","Bermuda Grass","OAK","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","NE 2022"
"780","SF",2022,"1/1/2023","","","@","LV",17,16,"Sun","W 37-34 (OT)","OT","OAK","grass","","","Bermuda Grass","OAK","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","SF 2022"
"781","DEN",2023,"1/7/2024","","","@","LV",18,17,"Sun","L 14-27","","OAK","grass","","","Bermuda Grass","OAK","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","DEN 2023"
"782","GB",2023,"10/9/2023","","","@","LV",5,5,"Mon","L 13-17","","OAK","grass","","","Bermuda Grass","OAK","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","GB 2023"
"783","KC",2023,"11/26/2023","","","@","LV",12,11,"Sun","W 31-17","","OAK","grass","","","Bermuda Grass","OAK","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","KC 2023"
"784","LAC",2023,"12/14/2023","","","@","LV",15,14,"Thu","L 21-63","","OAK","grass","","","Bermuda Grass","OAK","Natural Grass","Natural Grass","Natural Grass",2,"Bermuda","LAC 2023"
"785","ATL",2021,"10/24/2021","","","@","MIA",7,6,"Sun","W 30-28","","MIA","grass","","","Bermuda Grass","MIA","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","ATL 2021"
"786","BAL",2021,"11/11/2021","","","@","MIA",10,9,"Thu","L 10-22","","MIA","grass","","","Bermuda Grass","MIA","Natural Grass","Natural Grass","Natural Grass",5,"Bermuda","BAL 2021"
"787","BUF",2021,"9/19/2021","","","@","MIA",2,2,"Sun","W 35-0","","MIA","grass","","","Bermuda Grass","MIA","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","BUF 2021"
"788","CAR",2021,"11/28/2021","","","@","MIA",12,12,"Sun","L 10-33","","MIA","grass","","","Bermuda Grass","MIA","Natural Grass","Natural Grass","Natural Grass",3,"Bermuda","CAR 2021"
"789","HOU",2021,"11/7/2021","","","@","MIA",9,9,"Sun","L 9-17","","MIA","grass","","","Bermuda Grass","MIA","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","HOU 2021"
"790","IND",2021,"10/3/2021","","","@","MIA",4,4,"Sun","W 27-17","","MIA","grass","","","Bermuda Grass","MIA","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","IND 2021"
"791","MIA",2021,"9/19/2021","","","","BUF",2,2,"Sun","L 0-35","","MIA","grass","","","Bermuda Grass","MIA","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","MIA 2021"
"792","MIA",2021,"10/3/2021","","","","IND",4,4,"Sun","L 17-27","","MIA","grass","","","Bermuda Grass","MIA","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","MIA 2021"
"793","MIA",2021,"10/24/2021","","","","ATL",7,7,"Sun","L 28-30","","MIA","grass","","","Bermuda Grass","MIA","Natural Grass","Natural Grass","Natural Grass",3,"Bermuda","MIA 2021"
"794","MIA",2021,"11/7/2021","","","","HOU",9,9,"Sun","W 17-9","","MIA","grass","","","Bermuda Grass","MIA","Natural Grass","Natural Grass","Natural Grass",2,"Bermuda","MIA 2021"
"795","MIA",2021,"11/11/2021","","","","BAL",10,10,"Thu","W 22-10","","MIA","grass","","","Bermuda Grass","MIA","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","MIA 2021"
"796","MIA",2021,"11/28/2021","","","","CAR",12,12,"Sun","W 33-10","","MIA","grass","","","Bermuda Grass","MIA","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","MIA 2021"
"797","MIA",2021,"12/5/2021","","","","NYG",13,13,"Sun","W 20-9","","MIA","grass","","","Bermuda Grass","MIA","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","MIA 2021"
"798","MIA",2021,"12/19/2021","","","","NYJ",15,14,"Sun","W 31-24","","MIA","grass","","","Bermuda Grass","MIA","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","MIA 2021"
"799","MIA",2021,"1/9/2022","","","","NE",18,17,"Sun","W 33-24","","MIA","grass","","","Bermuda Grass","MIA","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","MIA 2021"
"800","NE",2021,"1/9/2022","","","@","MIA",18,17,"Sun","L 24-33","","MIA","grass","","","Bermuda Grass","MIA","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","NE 2021"
"801","NYG",2021,"12/5/2021","","","@","MIA",13,12,"Sun","L 9-20","","MIA","grass","","","Bermuda Grass","MIA","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","NYG 2021"
"802","NYJ",2021,"12/19/2021","","","@","MIA",15,14,"Sun","L 24-31","","MIA","grass","","","Bermuda Grass","MIA","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","NYJ 2021"
"803","ARI",2020,"9/20/2020","","","","WAS",2,2,"Sun","W 30-15","","ARI","grass","","","Bermuda Grass","ARI","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","ARI 2020"
"804","ARI",2020,"9/27/2020","","","","DET",3,3,"Sun","L 23-26","","ARI","grass","","","Bermuda Grass","ARI","Natural Grass","Natural Grass","Natural Grass",2,"Bermuda","ARI 2020"
"805","ARI",2020,"10/25/2020","","","","SEA",7,7,"Sun","W 37-34 (OT)","OT","ARI","grass","","","Bermuda Grass","ARI","Natural Grass","Natural Grass","Natural Grass",4,"Bermuda","ARI 2020"
"806","ARI",2020,"11/8/2020","","","","MIA",9,8,"Sun","L 31-34","","ARI","grass","","","Bermuda Grass","ARI","Natural Grass","Natural Grass","Natural Grass",2,"Bermuda","ARI 2020"
"807","ARI",2020,"11/15/2020","","","","BUF",10,9,"Sun","W 32-30","","ARI","grass","","","Bermuda Grass","ARI","Natural Grass","Natural Grass","Natural Grass",3,"Bermuda","ARI 2020"
"808","ARI",2020,"12/6/2020","","","","LAR",13,12,"Sun","L 28-38","","ARI","grass","","","Bermuda Grass","ARI","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","ARI 2020"
"809","ARI",2020,"12/20/2020","","","","PHI",15,14,"Sun","W 33-26","","ARI","grass","","","Bermuda Grass","ARI","Natural Grass","Natural Grass","Natural Grass",3,"Bermuda","ARI 2020"
"810","ARI",2020,"12/26/2020","","","","SF",16,15,"Sat","L 12-20","","ARI","grass","","","Bermuda Grass","ARI","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","ARI 2020"
"811","BUF",2020,"11/15/2020","","","@","ARI",10,10,"Sun","L 30-32","","ARI","grass","","","Bermuda Grass","ARI","Natural Grass","Natural Grass","Natural Grass",2,"Bermuda","BUF 2020"
"812","DET",2020,"9/27/2020","","","@","ARI",3,3,"Sun","W 26-23","","ARI","grass","","","Bermuda Grass","ARI","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","DET 2020"
"813","LAR",2020,"12/6/2020","","","@","ARI",13,12,"Sun","W 38-28","","ARI","grass","","","Bermuda Grass","ARI","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","LAR 2020"
"814","MIA",2020,"11/8/2020","","","@","ARI",9,8,"Sun","W 34-31","","ARI","grass","","","Bermuda Grass","ARI","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","MIA 2020"
"815","PHI",2020,"12/20/2020","","","@","ARI",15,14,"Sun","L 26-33","","ARI","grass","","","Bermuda Grass","ARI","Natural Grass","Natural Grass","Natural Grass",3,"Bermuda","PHI 2020"
"816","SEA",2020,"10/25/2020","","","@","ARI",7,6,"Sun","L 34-37 (OT)","OT","ARI","grass","","","Bermuda Grass","ARI","Natural Grass","Natural Grass","Natural Grass",5,"Bermuda","SEA 2020"
"817","SF",2020,"12/26/2020","","","@","ARI",16,15,"Sat","W 20-12","","ARI","grass","","","Bermuda Grass","ARI","Natural Grass","Natural Grass","Natural Grass",4,"Bermuda","SF 2020"
"818","WAS",2020,"9/20/2020","","","@","ARI",2,2,"Sun","L 15-30","","ARI","grass","","","Bermuda Grass","ARI","Natural Grass","Natural Grass","Natural Grass",4,"Bermuda","WAS 2020"
"819","ARI",2020,"10/4/2020","","","@","CAR",4,4,"Sun","L 21-31","","CAR","grass","","","Bermuda Grass","CAR","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","ARI 2020"
"820","ATL",2020,"10/29/2020","","","@","CAR",8,8,"Thu","W 25-17","","CAR","grass","","","Bermuda Grass","CAR","Natural Grass","Natural Grass","Natural Grass",2,"Bermuda","ATL 2020"
"821","CAR",2020,"9/13/2020","","","","LV",1,1,"Sun","L 30-34","","CAR","grass","","","Bermuda Grass","CAR","Natural Grass","Natural Grass","Natural Grass",2,"Bermuda","CAR 2020"
"822","CAR",2020,"10/4/2020","","","","ARI",4,4,"Sun","W 31-21","","CAR","grass","","","Bermuda Grass","CAR","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","CAR 2020"
"823","CAR",2020,"10/18/2020","","","","CHI",6,6,"Sun","L 16-23","","CAR","grass","","","Bermuda Grass","CAR","Natural Grass","Natural Grass","Natural Grass",2,"Bermuda","CAR 2020"
"824","CAR",2020,"10/29/2020","","","","ATL",8,8,"Thu","L 17-25","","CAR","grass","","","Bermuda Grass","CAR","Natural Grass","Natural Grass","Natural Grass",2,"Bermuda","CAR 2020"
"825","CAR",2020,"11/15/2020","","","","TB",10,10,"Sun","L 23-46","","CAR","grass","","","Bermuda Grass","CAR","Natural Grass","Natural Grass","Natural Grass",4,"Bermuda","CAR 2020"
"826","CAR",2020,"11/22/2020","","","","DET",11,11,"Sun","W 20-0","","CAR","grass","","","Bermuda Grass","CAR","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","CAR 2020"
"827","CAR",2020,"12/13/2020","","","","DEN",14,13,"Sun","L 27-32","","CAR","grass","","","Bermuda Grass","CAR","Natural Grass","Natural Grass","Natural Grass",3,"Bermuda","CAR 2020"
"828","CAR",2020,"1/3/2021","","","","NO",17,16,"Sun","L 7-33","","CAR","grass","","","Bermuda Grass","CAR","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","CAR 2020"
"829","CHI",2020,"10/18/2020","","","@","CAR",6,6,"Sun","W 23-16","","CAR","grass","","","Bermuda Grass","CAR","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","CHI 2020"
"830","DEN",2020,"12/13/2020","","","@","CAR",14,13,"Sun","W 32-27","","CAR","grass","","","Bermuda Grass","CAR","Natural Grass","Natural Grass","Natural Grass",3,"Bermuda","DEN 2020"
"831","DET",2020,"11/22/2020","","","@","CAR",11,10,"Sun","L 0-20","","CAR","grass","","","Bermuda Grass","CAR","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","DET 2020"
"832","LV",2020,"9/13/2020","","","@","CAR",1,1,"Sun","W 34-30","","CAR","grass","","","Bermuda Grass","CAR","Natural Grass","Natural Grass","Natural Grass",2,"Bermuda","LV 2020"
"833","NO",2020,"1/3/2021","","","@","CAR",17,16,"Sun","W 33-7","","CAR","grass","","","Bermuda Grass","CAR","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","NO 2020"
"834","TB",2020,"11/15/2020","","","@","CAR",10,10,"Sun","W 46-23","","CAR","grass","","","Bermuda Grass","CAR","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","TB 2020"
"835","LV",2023,"1/7/2024","","","","DEN",18,17,"Sun","W 27-14","","OAK","grass","","","Bermuda Grass","OAK","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","LV 2023"
"836","LV",2023,"12/14/2023","","","","LAC",15,14,"Thu","W 63-21","","OAK","grass","","","Bermuda Grass","OAK","Natural Grass","Natural Grass","Natural Grass",2,"Bermuda","LV 2023"
"837","LV",2023,"12/10/2023","","","","MIN",14,13,"Sun","L 0-3","","OAK","grass","","","Bermuda Grass","OAK","Natural Grass","Natural Grass","Natural Grass",2,"Bermuda","LV 2023"
"838","LV",2023,"11/26/2023","","","","KC",12,12,"Sun","L 17-31","","OAK","grass","","","Bermuda Grass","OAK","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","LV 2023"
"839","LV",2023,"11/12/2023","","","","NYJ",10,10,"Sun","W 16-12","","OAK","grass","","","Bermuda Grass","OAK","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","LV 2023"
"840","LV",2023,"11/5/2023","","","","NYG",9,9,"Sun","W 30-6","","OAK","grass","","","Bermuda Grass","OAK","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","LV 2023"
"841","LV",2023,"10/15/2023","","","","NE",6,6,"Sun","W 21-17","","OAK","grass","","","Bermuda Grass","OAK","Natural Grass","Natural Grass","Natural Grass",2,"Bermuda","LV 2023"
"842","LV",2023,"10/9/2023","","","","GB",5,5,"Mon","W 17-13","","OAK","grass","","","Bermuda Grass","OAK","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","LV 2023"
"843","LV",2023,"9/24/2023","","","","PIT",3,3,"Sun","L 18-23","","OAK","grass","","","Bermuda Grass","OAK","Natural Grass","Natural Grass","Natural Grass",3,"Bermuda","LV 2023"
"844","MIN",2023,"12/10/2023","","","@","LV",14,13,"Sun","W 3-0","","OAK","grass","","","Bermuda Grass","OAK","Natural Grass","Natural Grass","Natural Grass",2,"Bermuda","MIN 2023"
"845","NE",2023,"10/15/2023","","","@","LV",6,6,"Sun","L 17-21","","OAK","grass","","","Bermuda Grass","OAK","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","NE 2023"
"846","NYG",2023,"11/5/2023","","","@","LV",9,9,"Sun","L 6-30","","OAK","grass","","","Bermuda Grass","OAK","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","NYG 2023"
"847","NYJ",2023,"11/12/2023","","","@","LV",10,9,"Sun","L 12-16","","OAK","grass","","","Bermuda Grass","OAK","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","NYJ 2023"
"848","PIT",2023,"9/24/2023","","","@","LV",3,3,"Sun","W 23-18","","OAK","grass","","","Bermuda Grass","OAK","Natural Grass","Natural Grass","Natural Grass",2,"Bermuda","PIT 2023"
"849","BUF",2020,"9/20/2020","","","@","MIA",2,2,"Sun","W 31-28","","MIA","grass","","","Bermuda Grass","MIA","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","BUF 2020"
"850","CIN",2020,"12/6/2020","","","@","MIA",13,12,"Sun","L 7-19","","MIA","grass","","","Bermuda Grass","MIA","Natural Grass","Natural Grass","Natural Grass",2,"Bermuda","CIN 2020"
"851","KC",2020,"12/13/2020","","","@","MIA",14,13,"Sun","W 33-27","","MIA","grass","","","Bermuda Grass","MIA","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","KC 2020"
"852","LAC",2020,"11/15/2020","","","@","MIA",10,9,"Sun","L 21-29","","MIA","grass","","","Bermuda Grass","MIA","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","LAC 2020"
"853","LAR",2020,"11/1/2020","","","@","MIA",8,8,"Sun","L 17-28","","MIA","grass","","","Bermuda Grass","MIA","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","LAR 2020"
"854","MIA",2020,"9/20/2020","","","","BUF",2,2,"Sun","L 28-31","","MIA","grass","","","Bermuda Grass","MIA","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","MIA 2020"
"855","MIA",2020,"10/4/2020","","","","SEA",4,4,"Sun","L 23-31","","MIA","grass","","","Bermuda Grass","MIA","Natural Grass","Natural Grass","Natural Grass",2,"Bermuda","MIA 2020"
"856","MIA",2020,"10/18/2020","","","","NYJ",6,6,"Sun","W 24-0","","MIA","grass","","","Bermuda Grass","MIA","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","MIA 2020"
"857","MIA",2020,"11/1/2020","","","","LAR",8,7,"Sun","W 28-17","","MIA","grass","","","Bermuda Grass","MIA","Natural Grass","Natural Grass","Natural Grass",2,"Bermuda","MIA 2020"
"858","MIA",2020,"11/15/2020","","","","LAC",10,9,"Sun","W 29-21","","MIA","grass","","","Bermuda Grass","MIA","Natural Grass","Natural Grass","Natural Grass",2,"Bermuda","MIA 2020"
"859","MIA",2020,"12/6/2020","","","","CIN",13,12,"Sun","W 19-7","","MIA","grass","","","Bermuda Grass","MIA","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","MIA 2020"
"860","MIA",2020,"12/13/2020","","","","KC",14,13,"Sun","L 27-33","","MIA","grass","","","Bermuda Grass","MIA","Natural Grass","Natural Grass","Natural Grass",2,"Bermuda","MIA 2020"
"861","MIA",2020,"12/20/2020","","","","NE",15,14,"Sun","W 22-12","","MIA","grass","","","Bermuda Grass","MIA","Natural Grass","Natural Grass","Natural Grass",1,"Bermuda","MIA 2020"
"862","NE",2020,"12/20/2020","","","@","MIA",15,14,"Sun","L 12-22","","MIA","grass","","","Bermuda Grass","MIA","Natural Grass","Natural Grass","Natural Grass",2,"Bermuda","NE 2020"
"863","NYJ",2020,"10/18/2020","","","@","MIA",6,6,"Sun","L 0-24","","MIA","grass","","","Bermuda Grass","MIA","Natural Grass","Natural Grass","Natural Grass",3,"Bermuda","NYJ 2020"
"864","SEA",2020,"10/4/2020","","","@","MIA",4,4,"Sun","W 31-23","","MIA","grass","","","Bermuda Grass","MIA","Natural Grass","Natural Grass","Natural Grass",0,"Bermuda","SEA 2020"
"865","ARI",2019,"9/8/2019","16:25","14:25","","DET",1,1,"Sun","T 27-27","OT","ARI","grass","retroof","","Bermuda Grass","ARI","Natural Grass","Natural Grass","Natural Grass",2,"Bermuda","ARI 2019"
